1518148,5572309,13941313,30085675,33436583,34037160,37021013,38374651,42628695,54716168,57651700,59189593,59577399,91866735,302906238,349450705
心动 - (电影《心动》主题曲),Girls?Love?Girls,夜静香,来了,Nobody?To?Love?(LEEX?Bootleg),如果你也听说,我们的明天 - (电影《重返20岁》主题曲),See?You?Again - (电影《声之形》推广曲),勇,Shape?of?You,"我说今晚月光那么美,你说是的",逐世行?-?剧情版,??????????(Love?at?First?Sight) - (一见钟情),Woman,客从何处来,米店
生活倒影,Demons,安和桥,想起了她,等我回家,传闻 - (Rumors),成全 - (电视剧《梦想成真》片头曲),さよなら大好きな人,你只是经过,Drag?Me?Down,狗日的青春,出卖,Super?Girl?(Korean?Ver.),Heartbeats,耿耿于怀,凭什么说爱你
灰,你的名字,北京一夜,斜,一半,放生,你好，旧时光 - (小说《你好，旧时光》三周年纪念版》主题曲),回答,人间,You're?Beautiful,一九五二,魔鬼中的天使?,??????(Around?30s) - (三十岁左右?(Around?30s)),"I'll?Be?A?Virgin,?I'll?Be?A?Mountain",缺口 - (电影《等一个人咖啡》主题曲),民谣
Black?Car,当我21岁时我该对自己说什么,岁月轻狂 - (电影《岁月神偷》歌曲),打得火热,刚刚好,你还怕大雨吗(国语),七色桥 - (电视剧《七色桥》主题曲),说走就走,Price?Tag,Glad?You?Came,董小姐,出卖 - (原唱：周传雄),How?Am?I?Supposed?To?Live?Without?You,致姗姗来迟的你?,感激遇到你,往事只能回味
You're?Somebody?Else,不会说话的爱情,让一切随风,Supreme,你还要我怎样,Send?It?,轻轻的放下 - (电影《心花路放》主题曲),心乱飞,你们,Despacito?(Remix),安和桥,勉为其难（Cover?王冕）,???(Gray?Paper) - (墨纸),悟空,惊天动地,逆流而上
Sons?and?Daughters,躺在你的衣柜?(Guitar),Sofía,夜的钢琴曲七,父亲 - (电影《父亲》主题曲),That?Girl,我希望 - (《匆匆那年》插曲),是是非非,Photograph,Missin'?You?Like?Crazy,这个世界会好吗,临安初雨(纯音乐) - (游戏《水浒Q传》插曲),Go?(Korean?Ver.),Havana,越单纯越幸福,夏天
我和上官燕,情歌而已,如果.爱 - (《如果?爱》主题曲),爱同行 - (TVB剧集《爱?回家》主题曲),我知道你都知道 - (电视剧《胜女的代价》插曲),那是你离开了北京的生活,你快乐(所以我快乐),奏?(かなで) - (かなで),少年锦时,"Good?Morning,?Beautiful",流川枫与苍井空,Bird - (TV动画《黑执事II》片尾曲?/?TVアニメ「黒執事II」EDテーマ),Shake?It?Up!?(???????) - (Shake?It?Up!?(摇摆想法)),Gingerbread?Man,单车 - (原唱?:?陈奕迅),爱人你在哪里
November?Woods,在小时候的黄昏见,听你说（Cover?郁可唯和林凡）,历历万乡,The?Last?Ones?Standing,超人,再见王子,忘了美丽,"Humoresque?No.?7?in?G-flat?Major,?Op.?101",Love?You?Like?the?Movies,时间里的,专属天使 - (电视剧《花样少年少女》片尾曲),????(Daydream) - (停留(Daydream)),Look?At?Me - (《比利的早年生涯》电影最热插曲),临走前吻我,飞来飞去
Satin?Birds,北方的女王(demo),告白气球 - (原唱：周杰伦),80年代的歌（Cover?赵雷）,Sitting?Next?To?You,心酸,美错,山阴路的夏天?(2016?unplugged),阳光下的星星,Summertime?of?Our?Lives,原来那天的阳光,应思量(NPC群像),Dear.?Two,远走高飞,水边的阿狄丽娜,塔吉汗
对不起,Bling?Bling?Bling,喜欢,I?Dug?Up?A?Diamond,Strings?For?A?Queen?(Original?Mix),Lemon - (电视剧《非自然死亡》主题曲?/?ドラマ「アンナチュラル」主題歌),会痛的石头,佚名,Never?Let?Me?Go - (?日剧《别让我走》插曲),Two?Is?Better?Than?One?(Album?Version),旧情人，我是时间的新欢,阿弥陀佛么么哒,??????(Midnight?Blues) - (跳舞),Lifted,相见不如怀念,何必
耳朵,生如夏花,胸大的姑娘,哑巴的话?(电台特别版),孙大剩,Papillon - (巴比龙),美丽世界的孤儿,二手烟,Love?Yourself,One?More?Night?(Steerner?Remix),最后一个人,放了吧,Don`t?Leave?Me,说散就散,一次就好 - (电影《夏洛特烦恼》暖水曲),再度重相逢?(美酒加咖啡?Dj)
Wolves,比天空还远,男孩别哭,喜气洋洋,也罢,水星记,天后,缠,Blank?Space??Style?(feat.?Devin?Dawson),How?Long?(feat.?French?Montana)?[Remix],米店,?雪人（Demo）,???(Heartbroken)? - (伤心),安和桥,???? - (阿里阿里),画?(DJ版)
Shape?Of?Miracle - (电影《妖猫传》宣传曲),少年锦时,济南济南,Early?to?Bed,The?Last?Moon,成全,我设计一万种方式遇见你,琥珀,A?Sky?Full?of?Stars,There's?Nothing?Holdin?Me?Back,傲寒,皇后镇,Motorcycle?(Korean?Ver.),小半,???? - (给你看),每个人的一生都是一场悲剧
咖啡,Beautiful?Goodbye,Talk,日が落ちるまで - (直到日落),过期荷尔蒙,散场的拥抱,花香 - (《薰衣草》插曲),当时,Magic,Perfect?(Mike?Perry?Remix),平淡日子里的刺,我的一个道姑朋友（cover?タイナカ?彩智）（Cover?Lon）,"??????(OPPA,?OPPA) - (红了?哥哥)",Beautiful?In?White?(Demo),怎样,我为什么爱你，先生
给你,Call?Me?Maybe,万物生,九月(海子),晴天,肆无忌惮,北京爱情 - (电影版《北京爱情故事》片尾曲),Whistle?For?The?Choir,瞳をとじて,Fetish?(Galantis?Remix),花房姑娘,半壶纱,Nothing?on?You,理想三旬,最冷一天,我一开口花果全无
Berlin,南方的女王,不知不觉爱上你,Hummingbird,白兰鸽巡游记,验伤,春风?(Piano?Rock?Version),Since?I?Told?You?It's?Over,胆小鬼,Cake?by?the?Ocean,爱已成歌,白兰鸽巡游记,???!!?(ROKUKO),Give?Me?Your?Love,单车,小花花
Cannonball,南方,那些年 - (电影《那些年，我们一起追的女孩》主题曲),现象七十二变,世外桃源,哑巴,漂流瓶,我想和你吃个饭,世界が終るまでは,TALK?ME?DOWN,陌生兄弟,山外小楼夜听雨,???????(Don’t?Forget?Me) - (别忘了),Reverie,渴望光荣 - (《真正男子汉》主题曲),赛拉维
最好的年纪,遇见我,十年,沉默如迷的呼吸,Rain?after?Summer,戒烟,唯你懂我心,前男友前女友,君が好きだと叫びたい - (好想大声说爱你),What?Lovers?Do,或许,记忆中遥远的春天,?????(From?U) - (从你开始),ты?любил?её??!,现在我很幸福,视而不见
ワインレッドの心,小小,Near?or?Far,鱼相忘于江湖,心空空,大哥,我们好像在哪见过 - (电视剧《咱们结婚吧》片尾曲),你要跳舞吗,Hey?Jude,Ordinary?Day,小屋,逝去的歌,??????????(Raining?Spell?for?Love) - (不让爱停下),Summer?Air,菊次郎的夏天,逍遥津
Always?Remember?Us?This?Way,突然好想你,成都,不会说话的爱情,公路之光,未单身,以后我们住这里,爱情骗子我问你,Try - (《名扬四海》插曲),Feelin'?You,人模狗样,业火苍云歌(苍云)?-?纯歌版,??? - (沦陷),Reminding?Me,吴哥窟,合肥的石头
How?Can?You?Be?So?Sure?(Original?Mix),平凡之路 - (电影《后会无期》主题曲),我的未来不是梦,北京,孤,幸福太短 - (电视剧《奇妙的时光之旅》片尾曲),悄悄告诉你 - (电影《被偷走的那五年》主题曲),Luk?Yu?Tea?House,Almost?Lover - (电影《命中注定》插曲),erscheint,老街,胆小鬼,???!_Rearranged - (Don’t?Don),锤子之歌,好好恋爱,十九岁 - (At?The?Age?of?Nineteen)
Can?You?Be?So?Sure,I?Was?a?Fool,Garden,Ain't?No?Mountain?High?Enough,绅士,P.S.我爱你,风吹麦浪,The?truth?that?you?leave - (你离开的事实),So?Young - (电影《致我们终将逝去的青春》插曲),Colourful,夜幕下的通州,百年身（剧情版）原曲：まきちゃんぐ烟,???????_Rearranged - (我们的爱情),喜欢你,失落沙洲,静下来
Break?the?Cycle,和你在一起Cover - (李志?Cover),木头的心,解情还须系情人,祝星 - (Demo),爱?请问怎么走,礼拜天情人,Smoking?on?the?Shoulders?of?Giants,瑕疵,Treasure,涩,火红的萨日朗,??????????????(Say?My?Name) - (自体发光宝石美男李赫宰),情人,假如让我说下去,家乡 - (电影《雄狮》宣传曲)
The?Truth,你给我听好,眼望着北方(Live)?-?live,骗阿财,Something?Just?Like?This,好朋友的祝福,"Yes,?You?Are",他的爱我的怯?(剧场版)?(feat.?郑伊健?&?陈冠希?&?陈奕迅)(TV?Verison),Hotel?California - (加州旅馆),Stitches,无限可能,?????????????????? - (用你的真心换我的电话号码),Moves?Like?Jagger,Unintended,会过去的,朵 - (Dorr)
??,自首,卷珠帘 - (原唱：霍尊),Take?Me?Home?Country?Roads,Let?Me?Love?You,我很忙,总有一天你会出现在我身边,天下有情人,Young?For?You,Yellow,告别薇拉,狂野想乡,Miracle_Rearranged?2,GQ,? - (哇),玛丽 - (Mary)
Farewell（Piano?Solo）,且听风吟,相亲相爱,时代之梦,If?You?Feel?My?Love?(Chaow?Mix),拿走了什么,Anna,梦里花?Remix,月灯りふんわり落ちてくる夜,Stay,世界,明月天涯（Cover?五音Jw）,She,光辉岁月,Croatian?Rhapsody - (克罗地亚狂想曲),阿刁 - (Diao)
lullaby,夜空中最亮的星,相亲相爱,难忘的初恋情人,Slumber?Party,幸福了?然后呢,唱给你的歌,トーチ?ライター,陪你度过漫长岁月 - (电影《陪安东尼度过漫长岁月》主题曲),18,冬妮娅,明月天涯,?????(From?U) - (从你开始),海阔天空,终身美丽 - (电影《瘦身男女》主题曲),鼓楼 - (The?Drum?Tower)
Let?It?Be?Me - (《怦然心动》电影插曲),米店,相亲相爱,Amori,No?More,大哥,哗啦啦少年再见,激突,Everything?Is?Sound,Sofía,吉姆餐厅,樱花樱花想见你?-?钢琴版,Only?U,Move?Your?Body?(Alan?Walker?Remix),如果这都不算爱,孤独 - (Left?Alone)
一如年少模样,阳光照进回忆里,悟空,仍然喜欢你,Photograph,All?She?Wrote,方向,Just?You?And?Me,All?about?loving?you,Empty,温莎森林,Sleepyhead,?????(Someday) - (总有一天),Loving?Strangers,The?Winds?of?Winter,成都 - (Chengdu)
Gravity,女儿情,别话,三套车(俄罗斯民歌),声律启蒙,最暖的忧伤 - (电视剧《温暖的弦》主题曲),A?Promise,我?愛?前?女?友??,Angel?Eyes,Carry?You,卡夫卡,"Hey,?Soul?Sister",???????? - (非你不可),Annie,隐形的翅膀 - (原唱：张韶涵),窑上路 - (Yao-shang?Road)
All?In?My?Mind,安阳,安和桥,一把破吉他1999,我所谓的爱?(吉他先行版),我们 - (电影《后来的我们》主题曲),出路（feat.Romeo）,你是雾我是酒馆,好听,Superhero,已是两条路上的人,信仰,I?Wanna?Love?You,Golden?Leaves,My?Love,无法长大 - (Unable?To?Grow?Up)
孤独的人是可耻的,阳光宅男,花好月圆夜(国) - (电影《花好月圆》国语主题曲),黄昏的约会,Higher,玻璃之情,过来人?(Live),爱上你就失去你,简爱,Good?Time,没有理想的人不伤心,只道寻常,????(Knock?Knock?Knock),Cry?Cry?Cry,Battles?and?Wastelands,八十年代的歌 - (Song?Of?The?80s)
生日那天,微凉的你,大地(国),挥挥手,Evil?In?The?Night,走不出的回忆,爱就像一阵微风,おとなの掟 - (成人法则),同步 - (电影《陪安东尼度过漫长岁月》主题曲),Cold?Water?,斜,民谣在路上,????(Andante) - (Andante),Sold?Out,爱情怎么喊停,再见北京 - (Goodbye!?Beijing!)
我纷扬的世间 - (The?Festival?of?Insignificance),一样的夏天,大地,美丽的谎言,Demons?,Rap?God,逆风的勇敢,对谁说一声感谢 - (电视剧《青春期撞上更年期Ⅱ》片尾曲),我与你,What?I?Know,这一切没有想像的那么糟,南方的我，北方的你,???(Storm) - (风暴),Feel?It?Still,浪漫爱,无法长大
享受寂寞,性空山,光辉岁月,休息工作再工作,She?Will?Be?Loved,Legacy,花园小猫,Micmacs?A?La?Gare,Everglow,One?Call?Away,"生下来,活下去",Windy?Hill,"SORRY,?SORRY",It's?Over,是否,成都
一厢情愿的不舍 - (电视剧《那年花开月正圆》插曲),如也,真的爱你,分手真相,"Relax,?Take?It?Easy",Not?Afraid,你必须在一个荒唐的夜，骑着摩托穿过下雨的街,?????? - (命运的恶作剧),要死就一定要死在你手里,Nothing?On?You,我从抽屉里偷了妈妈的二十块钱,眉间雪(剧情歌) - (眉间雪【剑网3·剧情歌】),Devil?,All?We?Got,不醉不会 - (原唱?:?田馥甄),南方姑娘?(弹唱版)
城南花开-吉他版,七楼,喜欢你,痴心愿记取,Best?Is?Yet?To?Come,Mockingbird?(Album?Version),梦缠绕的时候(Live)?-?live,Fall?In?Love?With?Me,天黑黑,Run?on?My?Love,繁殖吧，生命短促啊！,夜桜街道?(instrumental),U,You?Don't?Know?About?Me,我们的时光,民谣
s??????????????????︵????????ι???ι???s???????????????????????????o???????s?????????????,祝星,传奇,小丑 - (电影《多情种》主题曲),XXX?88?(Joe?Hertz?Remix),Lose?Yourself,My?Shadow - (My?Shadow),Heeled?Shoes,TiK?ToK,Treat?You?Better,不多,安阳,????(It`s?You) - (是你),Don't?Let?Me?Down,Traveling?Light,凭什么说爱你
清歌一场暮死的美梦,光,历史的天空,黑街,Everything,Parties,如果我死了,At?Seventeen,Say?Something,Lightspeed?Lovers,另一种情感,这样吧,Super?Duper,Heathens - (电影《X特遣队》主题曲),完美生活,夏天
"Flightless?Bird,?American?Mouth - (《暮光之城》插曲)",20?times?you,那些我们一起恋过的青春,背向的飞鹰,Because?of?You,爱了很久的朋友 - (电影《后来的我们》插曲),我不希望你孤单的去面对整个喧哗世界,梦者,What?Are?Words,The?Saltwater?Room,Bang?Me?Box,那就这样吧(现场版),????(Evanesce) - (白日梦),Shape?of?You,告白气球,爱人你在哪里
整个世界的黑暗,不灭,安徽大学小幸运,无心快语,阿刁 - (Diao),我想我不会爱你,别等了,走在国家大街上,Everybody,Try - (《名扬四海》插曲),好汉歌英文版,那就这样吧,Mr.?Simple,可乐,一起摇摆,何必
-?????????-????-????,走马,想把我唱给你听,关于小熊,济南济南,你就不要想起我,送春(电影《反转人生》插曲》,????????????????(To.Bizzy) - (一直飞到死的鸟),Merry?Christmas?Mr.?Lawrence,What?Makes?You?Beautiful,旅行的意义?/?崇拜?/?把悲伤留给自己?(Live),Liekkas,MAMACITA(???),钟无艳,下一条微信,塔吉汗
Venom?(Music?From?The?Motion?Picture) - (电影《毒液：致命守护者》主题曲),正趣果上果,滴答?(吉它演唱版),与声音跳舞,Secret?Base?-?吉他版 - (未闻花名(绝美指弹吉他)),搁浅,与我同行,I'm?Good?(Prod.?by?56LOOP),天梯,CAN'T?STOP?THE?FEELING!?(Original?Song?From?DreamWorks?Animation's?“Trolls”),后来?(Live),"生下来,活下去",????(Bonamana) - (美人啊),2U,Honey?Honey,往事只能回味
送别,奇妙能力歌,老张,"再见,再见",secret?base?~君がくれたもの~?(10?years?after?Ver.) - (TV动画《我们仍未知道那天所看见的花的名字》片尾曲),BINGBIAN病变?(女声版),Ambulance?of?love,辉子-Time（Jndo?Remix）,My?Sweetest?One,Nervous?(The?Ooh?Song)?[Mark?McCabe?Remix],天空,Bila,???????????(No?Other) - (再也没有你这样的人),Mama,那年的情书,逆流而上
囚,脱缰,花的心跳 - (宿迁三台山森林公园主题曲),花之恋?-?New?Version,未闻花名?-?吉他版,掉了,走,??????...???????? - (Gary和Gill...?第三个故事),星期一?天气晴??我离开你,As?Long?As?You?Love?Me,倒带,再见吧喵小姐（Cover：王晓天）,THIS?IS?LOVE,梦伴,爱丫爱丫,飞来飞去
pure?imagination,历历万乡,骄傲的少年 - (动画《那年那兔那些事儿》第二季片尾曲),自夸?-?New?Version,路,看透以后,蛹,赏味期限,Sugar,Just?the?Way?You?Are,你一定要幸福（Cover?何洁）,异乡人,????(Dorothy),Spirit??of?the?Living?God,Uptown?Funk,孤独
哔一声之后,贪得,至少还有你?(00?Live)(live版)?-?live,定西(2014i/O版),达尔文?I,断点,一期一会,No?You?Girls,Tell?Me?If?You?Wanna?Go?Home,That's?What?I?Like,已是两条路上的人,有一天你会明白,Super?Man,Yellow,一个人,背影
过眼云烟,一个人生活 - (电视剧《天地传说之鱼美人》主题曲),十年所见,追梦赤子心,路,There?Was?No?Thief,二十一世纪，当我们还年轻时,Flo?Rida-像一个傻逼(GDFR?Remix)（孤矢/颠道（夜吟人）?Remix）,Salvation,I?Really?Like?You,小屋,寻找,"Sexy,?Free?&?Single",Something?Just?Like?This,爱一点 - (Love?a?Little),我们的时光
当时的月亮,原谅 - (《ひとつぶの涙》翻唱版),小幸运（Cover?田馥甄）,Mashup??Of?4?Pop?Songs??,La?Vida?Seguirá,同类,生之响往,这只伶俐的棕色狐狸跳过一只懒惰的狗,Lost?Stars,"Hey,?Soul?Sister",城市黄昏,和你在一起2013版[Live] - (Be?With?You),"SORRY,?SORRY?-?Answer?(Studio?Ver.)",Everglow,爱海滔滔,家乡
门,秘密,莉莉安,你离开了南京，从此没有人和我说话?2015现场版,老路小路,原点,衡山路（2016现场版）,不做你共同好友（???Remix）,Free?Loop?-?Album?Version,Imagination,我们的时光,玫瑰,MAGIC,真的爱你,好心好报,画
60km/h,寂寞烟火,被驯服的象,让我假设有你?-?New?Version,萨琳娜,无人知晓的我,你的城市,California?Dreaming?(重庆森林) - (电影《重庆森林》插曲),三吋日光,Boyfriend,定西,【魔道祖师】盲（纯歌版）,Marry?U,Chasing?All?the?Stars,人质 - (原唱:?张惠妹),画
把歌谈心,变形记 - (The?Metamorphosis),和你一样,我钟意,一个人的朝圣?,最懂你的人,遥不可及的你,年度之歌,Mr.Curiosity?(Album?Version),All?of?Me,老路小路,【魔道祖师】同道殊途（剧情版）,?????(From?U) - (从你开始),春夏秋冬,一事无成,再也不会去丽江
外面,大连天空,荣耀,身骑白马,声声慢,她,一去不回來,??????? - (爱情很幼稚),?secret?base?~君がくれたもの~?(10?years?after?Ver.),Oops,达摩流浪者,丢,Show?Me?Your?Love,喜帖街,我的回忆不是我的(粤),画
余波荡漾,Absent?Minded?Theme,夢追人,我要找到你,褪变无路,盲目自信 - (电视剧《谈判官》情感插曲),Almost?Mature?'87 - (即将成熟),江山无限 - (电视剧《康熙微服私访记》片头曲),The?Moon?Song?(Studio?Version?Duet),Fever,再见只是陌生人,One?More?Chance,Don’t?Wake?Me?Up?,Why?We?Try,重复犯错,三十岁的女人
酒狂(古琴独奏),污水塘,回忆里的那个人,故事的角色,木头的心,君に最後の口づけを,写给我未来的女朋友,沉默的眼睛,慢慢等,White?Lie,好久不见,Illusionary?Daytime - (幻昼),Alright,I'm?the?One?,可惜没如果 - (If?Only…),家乡
不染 - (电视剧《香蜜沉沉烬如霜》主题曲),长涂岛/Changtu?Island?,笑傲江湖 - (2001年央视版《笑傲江湖》主题曲),多一个人陪伴?-?粤语版,第三人称?(Live),Black?Sheep,把音量调最大?有话对你讲,LOVE?YOURSELF,还是会 - (偶像剧《我可能不会爱你》片头曲),Enchanted,爱情,紫禁花园,Gee? - (原唱:少女时代),Despacito?(Remix),人一个,北京的冬天
恋曲1990 - (电影《又见阿郎》插曲),月亮与海,盛夏的果实(Live)?-?live,Lady,Tidal?Wave,最美的期待,超能力?(Live版),"一期一会《未闻花名》（Cover?茅野愛衣,戸松遥,早見沙織）",Just?the?Way?You?Are,Try?Try?Try,给郁结的诗,普通DISCO,Islands,Sway,爱在离别时,浮游
